#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,6,5,0,1,18:9,9,15
2,Bayern München,FCB,6,4,2,0,15:1,14,14
3,Hamburger SV,HSV,6,4,2,0,11:5,6,14
4,Hertha BSC,BSC,6,4,1,1,11:7,4,13
5,VfB Stuttgart,VFB,6,4,1,1,8:4,4,13
6,Eintracht Frankfurt,SGE,6,4,1,1,6:3,3,13
7,Bayer Leverkusen,B04,6,3,2,1,11:3,8,11
8,FC Schalke 04,S04,6,3,2,1,10:5,5,11
9,Borussia Dortmund,BVB,6,3,1,2,9:7,2,10
10,Karlsruher SC,KSC,6,3,1,2,7:7,0,10
11,Hannover 96,H96,6,3,1,2,9:10,-1,10
12,VfL Bochum,BOC,6,2,3,1,13:11,2,9
13,Arminia Bielefeld,DSC,6,2,2,2,9:8,1,8
14,FC Hansa Rostock,ROS,6,2,2,2,6:5,1,8
15,VfL Wolfsburg,WOB,6,2,2,2,8:8,0,8
16,Energie Cottbus,FCE,6,1,2,3,7:9,-2,5
17,1. FC Nürnberg,FCN,6,1,1,4,8:9,-1,4
18,MSV Duisburg,MSV,6,1,0,5,6:11,-5,3
