#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,13,10,0,3,34:15,19,30
2,Hamburger SV,HSV,12,8,4,0,22:7,15,28
3,VfB Stuttgart,VFB,13,9,1,3,29:16,13,28
4,Bayer Leverkusen,B04,12,8,3,1,26:6,20,27
5,Bayern München,FCB,12,7,5,0,23:5,18,26
6,FC Schalke 04,S04,13,7,3,3,21:12,9,24
7,Eintracht Frankfurt,SGE,12,7,3,2,15:12,3,24
8,Hertha BSC,BSC,13,7,2,4,16:15,1,23
9,VfL Bochum,BOC,12,5,6,1,26:18,8,21
10,Karlsruher SC,KSC,12,6,3,3,17:13,4,21
11,VfL Wolfsburg,WOB,13,5,5,3,21:14,7,20
12,Borussia Dortmund,BVB,12,5,4,3,21:14,7,19
13,FC Hansa Rostock,ROS,13,5,4,4,14:13,1,19
14,Hannover 96,H96,12,5,3,4,21:24,-3,18
15,Arminia Bielefeld,DSC,13,4,3,6,15:16,-1,15
16,1. FC Nürnberg,FCN,12,3,5,4,15:13,2,14
17,Energie Cottbus,FCE,13,4,2,7,18:18,0,14
18,MSV Duisburg,MSV,13,2,3,8,14:22,-8,9
