#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,10,8,0,2,30:14,16,24
2,FC Schalke 04,S04,10,6,3,1,18:8,10,21
3,Bayern München,FCB,9,5,4,0,18:3,15,19
4,Hamburger SV,HSV,9,5,4,0,14:6,8,19
5,VfB Stuttgart,VFB,10,6,1,3,16:11,5,19
6,Bayer Leverkusen,B04,9,5,3,1,19:5,14,18
7,Karlsruher SC,KSC,9,5,2,2,12:9,3,17
8,Eintracht Frankfurt,SGE,9,5,2,2,11:10,1,17
9,Hertha BSC,BSC,10,5,2,3,12:13,-1,17
10,VfL Wolfsburg,WOB,10,4,3,3,17:13,4,15
11,Borussia Dortmund,BVB,9,4,2,3,18:12,6,14
12,VfL Bochum,BOC,9,3,5,1,21:16,5,14
13,Arminia Bielefeld,DSC,10,4,2,4,14:11,3,14
14,FC Hansa Rostock,ROS,10,4,2,4,12:12,0,14
15,Hannover 96,H96,9,4,2,3,17:18,-1,14
16,1. FC Nürnberg,FCN,9,3,2,4,13:11,2,11
17,Energie Cottbus,FCE,10,3,2,5,16:15,1,11
18,MSV Duisburg,MSV,10,2,1,7,10:17,-7,7
