#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,12,10,1,1,28:8,20,31
2,Bayer Leverkusen,B04,11,8,2,1,25:11,14,26
3,1. FSV Mainz 05,M05,11,7,0,4,20:16,4,21
4,Hamburger SV,HSV,12,5,1,6,15:17,-2,16
5,Hannover 96,H96,11,5,1,5,11:17,-6,16
6,Eintracht Frankfurt,SGE,11,4,2,5,15:12,3,14
7,1899 Hoffenheim,TSG,12,3,5,4,17:19,-2,14
8,SC Freiburg,SCF,11,4,2,5,13:17,-4,14
9,Bayern München,FCB,11,3,4,4,17:19,-2,13
10,FC St. Pauli,STP,10,4,1,5,9:16,-7,13
11,Bor. Mönchengladbach,BMG,11,4,1,6,18:28,-10,13
12,FC Schalke 04,S04,10,3,3,4,8:14,-6,12
13,1. FC Nürnberg,FCN,11,2,5,4,13:18,-5,11
14,VfL Wolfsburg,WOB,11,2,4,5,10:14,-4,10
15,1. FC Kaiserslautern,FCK,11,3,0,8,15:26,-11,9
16,Werder Bremen,SVW,11,1,4,6,9:27,-18,7
17,VfB Stuttgart,VFB,10,1,3,6,14:22,-8,6
18,1. FC Köln,KOE,11,1,2,8,10:24,-14,5
