#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,16,11,2,3,32:12,20,35
2,Bayer Leverkusen,B04,15,10,3,2,30:18,12,33
3,1. FSV Mainz 05,M05,16,9,2,5,27:22,5,29
4,Hannover 96,H96,16,7,2,7,16:26,-10,23
5,Bayern München,FCB,16,5,6,5,25:26,-1,21
6,1. FC Kaiserslautern,FCK,16,6,1,9,21:31,-10,19
7,1. FC Nürnberg,FCN,15,4,6,5,18:21,-3,18
8,Hamburger SV,HSV,16,5,3,8,16:27,-11,18
9,Werder Bremen,SVW,16,4,5,7,19:35,-16,17
10,VfB Stuttgart,VFB,15,4,4,7,24:29,-5,16
11,FC Schalke 04,S04,15,4,4,7,12:20,-8,16
12,Eintracht Frankfurt,SGE,15,4,3,8,17:19,-2,15
13,SC Freiburg,SCF,15,4,3,8,15:24,-9,15
14,1899 Hoffenheim,TSG,16,3,5,8,20:28,-8,14
15,Bor. Mönchengladbach,BMG,15,4,2,9,20:33,-13,14
16,FC St. Pauli,STP,15,4,2,9,13:29,-16,14
17,VfL Wolfsburg,WOB,15,2,5,8,12:21,-9,11
18,1. FC Köln,KOE,16,1,3,12,15:41,-26,6
