#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,2,2,0,0,6:2,4,6
2,1. FSV Mainz 05,M05,2,2,0,0,6:3,3,6
3,FC St. Pauli,STP,3,2,0,1,5:3,2,6
4,SC Freiburg,SCF,2,2,0,0,3:1,2,6
5,Bayer Leverkusen,B04,2,1,1,0,4:2,2,4
5,Hamburger SV,HSV,2,1,1,0,4:2,2,4
7,1899 Hoffenheim,TSG,2,1,1,0,3:2,1,4
8,Eintracht Frankfurt,SGE,3,1,0,2,6:4,2,3
9,1. FC Nürnberg,FCN,3,0,3,0,2:2,0,3
10,VfL Wolfsburg,WOB,3,1,0,2,4:5,-1,3
11,Bayern München,FCB,2,1,0,1,2:3,-1,3
11,Hannover 96,H96,2,1,0,1,2:3,-1,3
13,FC Schalke 04,S04,3,1,0,2,3:5,-2,3
14,Bor. Mönchengladbach,BMG,2,1,0,1,6:10,-4,3
15,1. FC Kaiserslautern,FCK,3,1,0,2,4:8,-4,3
16,1. FC Köln,KOE,3,0,1,2,2:6,-4,1
17,Werder Bremen,SVW,3,0,1,2,2:8,-6,1
18,VfB Stuttgart,VFB,3,0,0,3,2:6,-4,0
