#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,8,8,0,0,21:5,16,24
2,Bayer Leverkusen,B04,7,5,2,0,15:7,8,17
3,1. FSV Mainz 05,M05,7,5,0,2,13:9,4,15
4,Eintracht Frankfurt,SGE,8,4,1,3,15:10,5,13
5,Hannover 96,H96,7,4,0,3,6:11,-5,12
6,1899 Hoffenheim,TSG,8,2,4,2,13:11,2,10
7,SC Freiburg,SCF,7,3,0,4,8:12,-4,9
8,FC St. Pauli,STP,7,3,0,4,6:11,-5,9
9,Hamburger SV,HSV,8,2,1,5,11:14,-3,7
10,Bor. Mönchengladbach,BMG,7,2,1,4,15:22,-7,7
11,VfL Wolfsburg,WOB,8,1,3,4,9:13,-4,6
12,Bayern München,FCB,7,1,3,3,6:11,-5,6
13,1. FC Kaiserslautern,FCK,8,2,0,6,10:17,-7,6
14,1. FC Nürnberg,FCN,8,1,3,4,7:15,-8,6
15,Werder Bremen,SVW,8,1,3,4,8:21,-13,6
16,FC Schalke 04,S04,7,1,2,4,6:14,-8,5
17,1. FC Köln,KOE,8,1,1,6,9:17,-8,4
18,VfB Stuttgart,VFB,7,0,2,5,9:17,-8,2
