#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,10,0,0,34:3,31,30
2,Borussia Dortmund,BVB,9,8,1,0,30:8,22,25
3,VfL Wolfsburg,WOB,10,6,3,1,23:9,14,21
4,Hertha BSC,BSC,9,6,2,1,14:7,7,20
5,Bor. Mönchengladbach,BMG,10,6,1,3,19:15,4,19
6,Bayer Leverkusen,B04,9,5,2,2,18:9,9,17
7,FC Schalke 04,S04,10,5,2,3,14:14,0,17
8,1. FSV Mainz 05,M05,10,5,1,4,12:11,1,16
9,1. FC Köln,KOE,10,3,4,3,8:9,-1,13
10,VfB Stuttgart,VFB,10,4,1,5,12:18,-6,13
11,Eintracht Frankfurt,SGE,9,3,3,3,15:16,-1,12
12,FC Ingolstadt 04,FCI,9,3,2,4,7:9,-2,11
13,FC Augsburg,FCA,10,2,3,5,9:13,-4,9
14,1899 Hoffenheim,TSG,9,1,5,3,10:13,-3,8
15,Hamburger SV,HSV,9,2,2,5,9:12,-3,8
16,SV Darmstadt 98,D98,10,1,4,5,7:17,-10,7
17,Hannover 96,H96,9,2,0,7,11:16,-5,6
18,Werder Bremen,SVW,9,1,2,6,8:19,-11,5
