#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,5,5,0,0,11:2,9,15
2,Bayern München,FCB,6,4,2,0,16:3,13,14
3,Borussia Dortmund,BVB,6,4,2,0,13:3,10,14
4,1. FC Köln,KOE,5,4,1,0,11:2,9,13
5,RB Leipzig,RBL,5,4,1,0,10:4,6,13
6,1899 Hoffenheim,TSG,6,3,3,0,9:6,3,12
7,SC Freiburg,SCF,5,4,0,1,7:5,2,12
8,Bor. Mönchengladbach,BMG,6,3,2,1,9:4,5,11
9,Eintracht Frankfurt,SGE,5,3,2,0,9:6,3,11
10,1. FSV Mainz 05,M05,5,3,1,1,14:10,4,10
11,Bayer Leverkusen,B04,6,3,1,2,10:9,1,10
12,FC Schalke 04,S04,5,3,0,2,11:6,5,9
13,SV Darmstadt 98,D98,6,2,2,2,7:7,0,8
14,Werder Bremen,SVW,6,2,0,4,8:11,-3,6
15,FC Augsburg,FCA,6,1,2,3,4:9,-5,5
16,VfL Wolfsburg,WOB,6,0,2,4,2:9,-7,2
17,FC Ingolstadt 04,FCI,5,0,1,4,4:11,-7,1
18,Hamburger SV,HSV,5,0,1,4,3:14,-11,1
