#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,10,3,0,44:5,39,33
2,Borussia Dortmund,BVB,13,10,3,0,32:7,25,33
3,1899 Hoffenheim,TSG,14,9,5,0,29:11,18,32
4,RB Leipzig,RBL,13,10,1,2,26:11,15,31
5,Hertha BSC,BSC,13,10,1,2,22:9,13,31
6,1. FC Köln,KOE,13,7,5,1,20:10,10,26
7,FC Schalke 04,S04,14,7,3,4,23:12,11,24
8,Bor. Mönchengladbach,BMG,14,7,3,4,21:12,9,24
9,Eintracht Frankfurt,SGE,13,6,5,2,17:11,6,23
10,SC Freiburg,SCF,13,7,1,5,17:22,-5,22
11,Hamburger SV,HSV,13,6,3,4,16:21,-5,21
12,Werder Bremen,SVW,14,6,1,7,21:18,3,19
13,1. FSV Mainz 05,M05,14,5,4,5,24:22,2,19
13,Bayer Leverkusen,B04,14,5,4,5,24:22,2,19
15,SV Darmstadt 98,D98,14,4,3,7,13:22,-9,15
16,VfL Wolfsburg,WOB,14,4,2,8,11:18,-7,14
17,FC Augsburg,FCA,14,3,5,6,15:23,-8,14
18,FC Ingolstadt 04,FCI,13,3,3,7,14:22,-8,12
