#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,3,3,0,0,12:1,11,9
2,Borussia Dortmund,BVB,3,3,0,0,11:2,9,9
3,Bor. Mönchengladbach,BMG,3,3,0,0,8:2,6,9
4,1. FC Köln,KOE,3,2,1,0,6:1,5,7
5,Eintracht Frankfurt,SGE,3,2,1,0,6:4,2,7
6,Hertha BSC,BSC,2,2,0,0,4:1,3,6
6,SC Freiburg,SCF,2,2,0,0,4:1,3,6
8,1899 Hoffenheim,TSG,3,1,2,0,4:3,1,5
9,Bayer Leverkusen,B04,2,1,1,0,3:1,2,4
10,RB Leipzig,RBL,2,1,1,0,2:1,1,4
10,SV Darmstadt 98,D98,2,1,1,0,2:1,1,4
12,Werder Bremen,SVW,3,1,0,2,4:5,-1,3
13,FC Augsburg,FCA,3,1,0,2,2:5,-3,3
14,1. FSV Mainz 05,M05,2,0,1,1,6:7,-1,1
15,VfL Wolfsburg,WOB,2,0,1,1,1:5,-4,1
16,Hamburger SV,HSV,3,0,1,2,1:6,-5,1
17,FC Schalke 04,S04,2,0,0,2,1:5,-4,0
18,FC Ingolstadt 04,FCI,2,0,0,2,0:4,-4,0
