#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,12,10,1,1,21:6,15,31
2,Bayern München,FCB,12,9,3,0,38:5,33,30
3,RB Leipzig,RBL,12,9,1,2,22:11,11,28
4,Borussia Dortmund,BVB,11,8,3,0,28:7,21,27
5,1899 Hoffenheim,TSG,12,7,5,0,27:11,16,26
6,FC Schalke 04,S04,13,7,2,4,22:11,11,23
7,SC Freiburg,SCF,12,7,1,4,15:17,-2,22
8,Bor. Mönchengladbach,BMG,12,6,3,3,20:11,9,21
9,Eintracht Frankfurt,SGE,11,6,3,2,17:11,6,21
10,1. FC Köln,KOE,11,5,5,1,15:8,7,20
11,1. FSV Mainz 05,M05,12,5,4,3,22:18,4,19
12,Bayer Leverkusen,B04,13,5,3,5,21:19,2,18
13,Hamburger SV,HSV,12,5,3,4,14:20,-6,18
14,SV Darmstadt 98,D98,13,4,3,6,13:20,-7,15
15,Werder Bremen,SVW,12,4,1,7,15:18,-3,13
16,FC Augsburg,FCA,12,3,4,5,12:19,-7,13
17,VfL Wolfsburg,WOB,12,3,2,7,10:17,-7,11
18,FC Ingolstadt 04,FCI,12,2,3,7,12:21,-9,9
