#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,5,4,1,0,15:2,13,13
2,Hertha BSC,BSC,4,4,0,0,8:2,6,12
3,SC Freiburg,SCF,4,4,0,0,7:2,5,12
4,Borussia Dortmund,BVB,4,3,1,0,12:3,9,10
5,1. FC Köln,KOE,4,3,1,0,8:2,6,10
5,Bor. Mönchengladbach,BMG,4,3,1,0,8:2,6,10
7,RB Leipzig,RBL,4,3,1,0,7:3,4,10
8,SV Darmstadt 98,D98,4,2,2,0,7:4,3,8
9,Eintracht Frankfurt,SGE,4,2,2,0,8:6,2,8
10,1899 Hoffenheim,TSG,4,2,2,0,6:4,2,8
11,Bayer Leverkusen,B04,4,2,1,1,5:4,1,7
12,FC Schalke 04,S04,4,2,0,2,8:5,3,6
13,Werder Bremen,SVW,4,2,0,2,6:6,0,6
14,1. FSV Mainz 05,M05,3,1,1,1,8:8,0,4
15,FC Augsburg,FCA,4,1,1,2,3:6,-3,4
16,VfL Wolfsburg,WOB,4,0,2,2,1:6,-5,2
17,FC Ingolstadt 04,FCI,4,0,1,3,4:9,-5,1
18,Hamburger SV,HSV,4,0,1,3,1:9,-8,1
