#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,3,1,0,13:2,11,10
2,Borussia Dortmund,BVB,3,3,0,0,11:2,9,9
3,Bor. Mönchengladbach,BMG,3,3,0,0,8:2,6,9
4,Hertha BSC,BSC,3,3,0,0,6:1,5,9
5,SC Freiburg,SCF,3,3,0,0,5:1,4,9
6,1. FC Köln,KOE,3,2,1,0,6:1,5,7
7,Bayer Leverkusen,B04,3,2,1,0,5:1,4,7
8,Eintracht Frankfurt,SGE,3,2,1,0,6:4,2,7
9,RB Leipzig,RBL,3,2,1,0,4:2,2,7
10,1899 Hoffenheim,TSG,3,1,2,0,4:3,1,5
10,SV Darmstadt 98,D98,3,1,2,0,4:3,1,5
12,FC Schalke 04,S04,3,1,0,2,5:5,0,3
13,Werder Bremen,SVW,3,1,0,2,4:5,-1,3
14,FC Augsburg,FCA,3,1,0,2,2:5,-3,3
15,VfL Wolfsburg,WOB,3,0,2,1,1:5,-4,2
16,1. FSV Mainz 05,M05,2,0,1,1,6:7,-1,1
17,Hamburger SV,HSV,3,0,1,2,1:6,-5,1
18,FC Ingolstadt 04,FCI,3,0,0,3,1:6,-5,0
