#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,17,13,4,0,38:13,25,43
2,Bayern München,FCB,16,13,1,2,44:7,37,40
3,Bor. Mönchengladbach,BMG,16,12,3,1,31:11,20,39
4,Bayer Leverkusen,B04,17,10,6,1,39:15,24,36
5,FC Schalke 04,S04,17,10,5,2,26:14,12,35
6,FC Augsburg,FCA,17,9,4,4,28:21,7,31
7,Eintracht Frankfurt,SGE,16,8,5,3,34:25,9,29
8,Werder Bremen,SVW,17,8,4,5,25:24,1,28
9,Borussia Dortmund,BVB,16,8,3,5,23:13,10,27
10,1899 Hoffenheim,TSG,16,8,3,5,29:25,4,27
11,1. FSV Mainz 05,M05,17,6,6,5,27:19,8,24
12,Hertha BSC,BSC,17,6,4,7,17:22,-5,22
13,SC Freiburg,SCF,17,5,6,6,21:22,-1,21
14,1. FC Köln,KOE,16,4,8,4,16:15,1,20
15,Hamburger SV,HSV,16,5,5,6,14:18,-4,20
16,Hannover 96,H96,16,5,4,7,19:24,-5,19
17,VfB Stuttgart,VFB,17,5,4,8,18:28,-10,19
18,SC Paderborn 07,SCP,16,4,6,6,20:29,-9,18
