#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,14,12,2,0,33:9,24,38
2,Bayern München,FCB,14,12,1,1,43:6,37,37
3,Bor. Mönchengladbach,BMG,14,10,3,1,27:11,16,33
4,FC Schalke 04,S04,15,8,5,2,22:12,10,29
5,Bayer Leverkusen,B04,14,7,6,1,31:15,16,27
6,FC Augsburg,FCA,14,8,3,3,25:18,7,27
7,1899 Hoffenheim,TSG,14,8,2,4,28:22,6,26
8,Eintracht Frankfurt,SGE,14,7,4,3,31:24,7,25
9,Werder Bremen,SVW,14,6,4,4,23:22,1,22
10,Hertha BSC,BSC,14,6,2,6,16:20,-4,20
11,1. FSV Mainz 05,M05,14,4,6,4,22:17,5,18
12,Borussia Dortmund,BVB,13,5,3,5,16:13,3,18
13,SC Freiburg,SCF,14,4,6,4,16:16,0,18
14,Hannover 96,H96,14,5,3,6,17:21,-4,18
15,SC Paderborn 07,SCP,14,4,5,5,17:24,-7,17
16,1. FC Köln,KOE,14,3,7,4,13:14,-1,16
17,Hamburger SV,HSV,14,4,4,6,10:15,-5,16
18,VfB Stuttgart,VFB,14,3,3,8,12:25,-13,12
