#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,6,6,0,0,20:2,18,18
2,VfL Wolfsburg,WOB,5,4,1,0,12:4,8,13
3,Bor. Mönchengladbach,BMG,6,3,3,0,10:4,6,12
4,Hannover 96,H96,5,4,0,1,6:4,2,12
5,SC Paderborn 07,SCP,6,3,2,1,11:6,5,11
6,Bayer Leverkusen,B04,5,3,2,0,11:7,4,11
7,1899 Hoffenheim,TSG,5,3,2,0,9:5,4,11
8,FC Schalke 04,S04,5,3,2,0,8:4,4,11
9,Hertha BSC,BSC,5,3,1,1,10:7,3,10
10,FC Augsburg,FCA,4,3,0,1,9:5,4,9
11,1. FSV Mainz 05,M05,5,2,2,1,5:3,2,8
12,Eintracht Frankfurt,SGE,5,2,1,2,10:10,0,7
13,1. FC Köln,KOE,5,1,2,2,2:4,-2,5
14,Hamburger SV,HSV,5,1,2,2,3:6,-3,5
15,Borussia Dortmund,BVB,5,1,1,3,5:7,-2,4
16,VfB Stuttgart,VFB,5,1,1,3,4:11,-7,4
17,SC Freiburg,SCF,4,0,3,1,3:4,-1,3
18,Werder Bremen,SVW,4,0,2,2,2:6,-4,2
