#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,8,6,1,1,13:3,10,19
2,Hamburger SV,HSV,8,5,2,1,19:9,10,17
3,Bayer Leverkusen,B04,8,5,2,1,15:8,7,17
4,Bayern München,FCB,8,4,2,2,11:9,2,14
5,TSV 1860 München,M60,8,4,1,3,15:10,5,13
6,VfL Wolfsburg,WOB,8,3,3,2,13:14,-1,12
7,FC Schalke 04,S04,8,3,3,2,10:9,1,12
8,SC Freiburg,SCF,8,3,2,3,15:10,5,11
9,Hertha BSC,BSC,8,2,4,2,12:14,-2,10
10,VfB Stuttgart,VFB,8,3,1,4,7:11,-4,10
11,1. FC Kaiserslautern,FCK,8,3,1,4,12:18,-6,10
12,FC Hansa Rostock,ROS,8,3,1,4,11:19,-8,10
13,Werder Bremen,SVW,8,2,3,3,17:11,6,9
14,Arminia Bielefeld,DSC,8,2,3,3,6:12,-6,9
15,SpVgg Unterhaching,UNT,8,2,2,4,8:11,-3,8
16,SSV Ulm 1846,ULM,8,1,2,5,9:16,-7,5
17,Eintracht Frankfurt,SGE,8,2,1,5,10:13,-3,5
18,MSV Duisburg,MSV,8,0,4,4,9:15,-6,4
