#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,29,18,7,4,61:24,37,61
2,Bayer Leverkusen,B04,29,17,10,2,61:31,30,61
3,Hamburger SV,HSV,29,15,9,5,59:33,26,54
4,Hertha BSC,BSC,29,12,9,8,37:41,-4,45
5,TSV 1860 München,M60,29,12,8,9,47:42,5,44
6,Werder Bremen,SVW,29,12,7,10,59:45,14,43
7,1. FC Kaiserslautern,FCK,29,13,4,12,43:51,-8,43
8,VfL Wolfsburg,WOB,29,10,12,7,46:49,-3,42
9,VfB Stuttgart,VFB,29,12,4,13,34:40,-6,40
10,SpVgg Unterhaching,UNT,29,10,7,12,36:37,-1,37
11,FC Schalke 04,S04,29,8,12,9,38:37,1,36
12,SC Freiburg,SCF,29,8,9,12,40:45,-5,33
13,Borussia Dortmund,BVB,29,7,11,11,33:33,0,32
14,FC Hansa Rostock,ROS,29,6,13,10,36:50,-14,31
15,SSV Ulm 1846,ULM,29,8,7,14,31:53,-22,31
16,Eintracht Frankfurt,SGE,29,9,5,15,32:38,-6,30
17,Arminia Bielefeld,DSC,29,5,8,16,32:51,-19,23
18,MSV Duisburg,MSV,29,4,8,17,33:58,-25,20
