#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,11,7,2,2,19:9,10,23
2,Borussia Dortmund,BVB,11,6,3,2,16:8,8,21
3,Hamburger SV,HSV,11,5,5,1,23:13,10,20
4,Bayer Leverkusen,B04,11,5,5,1,17:10,7,20
5,TSV 1860 München,M60,11,5,3,3,18:12,6,18
6,Werder Bremen,SVW,11,4,4,3,24:15,9,16
7,1. FC Kaiserslautern,FCK,11,5,1,5,15:21,-6,16
8,FC Schalke 04,S04,11,4,4,3,14:12,2,16
9,SC Freiburg,SCF,11,4,3,4,18:11,7,15
10,VfL Wolfsburg,WOB,11,4,3,4,14:21,-7,15
11,VfB Stuttgart,VFB,11,4,2,5,10:13,-3,14
12,FC Hansa Rostock,ROS,11,4,2,5,17:25,-8,14
13,Hertha BSC,BSC,11,2,6,3,14:20,-6,12
14,SpVgg Unterhaching,UNT,11,3,2,6,10:14,-4,11
15,Arminia Bielefeld,DSC,11,2,5,4,10:17,-7,11
16,SSV Ulm 1846,ULM,11,2,3,6,10:17,-7,9
17,Eintracht Frankfurt,SGE,11,3,2,6,15:16,-1,9
18,MSV Duisburg,MSV,11,0,5,6,9:19,-10,5
