#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,15,11,1,3,33:16,17,34
2,Werder Bremen,SVW,15,11,0,4,40:18,22,33
3,Bayern München,FCB,14,9,5,0,31:6,25,32
4,Bayer Leverkusen,B04,14,9,3,2,29:8,21,30
5,FC Schalke 04,S04,15,9,3,3,27:12,15,30
6,Hamburger SV,HSV,14,8,5,1,23:9,14,29
7,Hertha BSC,BSC,15,7,3,5,17:17,0,24
8,Eintracht Frankfurt,SGE,14,7,3,4,17:18,-1,24
9,VfL Bochum,BOC,14,5,8,1,30:22,8,23
10,VfL Wolfsburg,WOB,15,6,5,4,24:17,7,23
11,Borussia Dortmund,BVB,14,6,4,4,24:18,6,22
12,Karlsruher SC,KSC,14,6,4,4,18:15,3,22
13,Hannover 96,H96,14,6,4,4,23:25,-2,22
14,Arminia Bielefeld,DSC,15,6,3,6,17:16,1,21
15,Energie Cottbus,FCE,15,6,2,7,21:19,2,20
16,FC Hansa Rostock,ROS,15,5,4,6,15:16,-1,19
17,1. FC Nürnberg,FCN,14,4,6,4,17:14,3,18
18,MSV Duisburg,MSV,15,2,3,10,14:24,-10,9
