#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,14,10,1,3,30:16,14,31
2,Werder Bremen,SVW,14,10,0,4,35:17,18,30
3,Bayern München,FCB,13,8,5,0,26:6,20,29
4,Hamburger SV,HSV,13,8,5,0,23:8,15,29
5,Bayer Leverkusen,B04,13,8,3,2,26:8,18,27
6,FC Schalke 04,S04,14,8,3,3,22:12,10,27
7,Eintracht Frankfurt,SGE,13,7,3,3,16:15,1,24
8,VfL Wolfsburg,WOB,14,6,5,3,24:16,8,23
9,Hertha BSC,BSC,14,7,2,5,17:17,0,23
10,VfL Bochum,BOC,13,5,7,1,29:21,8,22
11,Borussia Dortmund,BVB,13,6,4,3,23:15,8,22
12,Karlsruher SC,KSC,13,6,4,3,17:13,4,22
13,FC Hansa Rostock,ROS,14,5,4,5,14:14,0,19
14,Hannover 96,H96,13,5,4,4,21:24,-3,19
15,Arminia Bielefeld,DSC,14,5,3,6,16:16,0,18
16,Energie Cottbus,FCE,14,5,2,7,20:19,1,17
17,1. FC Nürnberg,FCN,13,3,6,4,16:14,2,15
18,MSV Duisburg,MSV,14,2,3,9,14:23,-9,9
