#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,3,1,0,12:1,11,10
2,FC Schalke 04,S04,4,3,1,0,9:2,7,10
3,VfB Stuttgart,VFB,4,3,1,0,7:2,5,10
4,Werder Bremen,SVW,4,3,0,1,14:7,7,9
5,Hertha BSC,BSC,4,3,0,1,9:7,2,9
6,Eintracht Frankfurt,SGE,4,3,0,1,4:2,2,9
7,Hamburger SV,HSV,4,2,2,0,5:3,2,8
8,Bayer Leverkusen,B04,4,2,1,1,5:1,4,7
9,Arminia Bielefeld,DSC,4,2,1,1,8:6,2,7
10,Borussia Dortmund,BVB,4,2,0,2,7:6,1,6
10,VfL Bochum,BOC,4,1,3,0,7:6,1,6
12,FC Hansa Rostock,ROS,4,2,0,2,5:4,1,6
13,Karlsruher SC,KSC,4,2,0,2,6:7,-1,6
14,Hannover 96,H96,4,2,0,2,5:7,-2,6
15,MSV Duisburg,MSV,4,1,0,3,5:7,-2,3
16,Energie Cottbus,FCE,4,0,2,2,5:7,-2,2
17,VfL Wolfsburg,WOB,4,0,2,2,4:7,-3,2
18,1. FC Nürnberg,FCN,4,0,1,3,3:7,-4,1
