#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,15,1,1,48:15,33,46
2,FC Schalke 04,S04,17,12,2,3,37:16,21,38
3,Bor. Mönchengladbach,BMG,17,11,3,3,38:17,21,36
4,VfL Wolfsburg,WOB,17,11,3,3,37:22,15,36
5,Borussia Dortmund,BVB,17,11,2,4,41:19,22,35
6,Bayer Leverkusen,B04,17,10,3,4,35:22,13,33
7,1. FSV Mainz 05,M05,17,10,3,4,28:17,11,33
8,FC Augsburg,FCA,17,9,3,5,27:22,5,30
9,Hannover 96,H96,17,8,5,4,27:25,2,29
10,1899 Hoffenheim,TSG,17,7,6,4,43:31,12,27
11,Werder Bremen,SVW,17,6,6,5,21:30,-9,24
12,SC Freiburg,SCF,17,6,4,7,25:30,-5,22
13,Hertha BSC,BSC,17,6,3,8,20:24,-4,21
14,Eintracht Frankfurt,SGE,17,5,5,7,22:24,-2,20
15,VfB Stuttgart,VFB,17,5,4,8,28:28,0,19
16,Eintracht Braunschweig,BNS,17,5,3,9,18:24,-6,18
17,Hamburger SV,HSV,17,5,3,9,24:34,-10,18
18,1. FC Nürnberg,FCN,17,3,5,9,16:32,-16,14
