#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,9,9,0,0,23:5,18,27
2,Bor. Mönchengladbach,BMG,10,8,1,1,25:9,16,25
3,Bayer Leverkusen,B04,9,7,1,1,23:10,13,22
4,Borussia Dortmund,BVB,10,6,1,3,24:12,12,19
5,VfL Wolfsburg,WOB,9,6,1,2,18:9,9,19
6,Hannover 96,H96,9,5,3,1,17:11,6,18
7,FC Schalke 04,S04,8,5,1,2,18:12,6,16
8,Hertha BSC,BSC,9,5,1,3,14:8,6,16
9,FC Augsburg,FCA,8,5,1,2,15:12,3,16
10,1. FSV Mainz 05,M05,9,4,2,3,12:12,0,14
11,Werder Bremen,SVW,9,3,3,3,10:18,-8,12
12,VfB Stuttgart,VFB,9,2,3,4,15:14,1,9
13,SC Freiburg,SCF,9,2,3,4,10:17,-7,9
14,1899 Hoffenheim,TSG,9,1,5,3,20:22,-2,8
15,1. FC Nürnberg,FCN,9,1,5,3,9:14,-5,8
16,Eintracht Frankfurt,SGE,9,1,4,4,11:14,-3,7
17,Hamburger SV,HSV,9,2,1,6,13:20,-7,7
18,Eintracht Braunschweig,BNS,9,2,1,6,5:14,-9,7
