#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bor. Mönchengladbach,BMG,9,7,1,1,23:11,12,22
2,Borussia Dortmund,BVB,8,5,3,0,26:9,17,18
3,Bayern München,FCB,8,5,1,2,26:9,17,16
4,Eintracht Frankfurt,SGE,9,4,3,2,19:14,5,15
5,FC Schalke 04,S04,8,4,3,1,12:9,3,15
6,1. FC Union Berlin,FCU,9,5,0,4,12:11,1,15
7,RB Leipzig,RBL,7,4,2,1,20:8,12,14
8,FC Augsburg,FCA,8,4,2,2,16:11,5,14
9,SC Freiburg,SCF,8,4,2,2,12:9,3,14
10,Bayer Leverkusen,B04,9,3,4,2,12:10,2,13
11,VfL Wolfsburg,WOB,9,3,4,2,10:10,0,13
12,1899 Hoffenheim,TSG,8,3,1,4,12:18,-6,10
13,Hertha BSC,BSC,7,3,0,4,11:14,-3,9
14,1. FSV Mainz 05,M05,7,3,0,4,10:14,-4,9
15,1. FC Köln,KOE,7,2,1,4,8:11,-3,7
16,Fortuna Düsseldorf,F95,7,2,1,4,6:13,-7,7
17,Werder Bremen,SVW,8,1,2,5,8:19,-11,5
18,SC Paderborn 07,SCP,8,1,1,6,10:18,-8,4
