#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,8,3,3,26:12,14,27
2,Bayer Leverkusen,B04,14,7,6,1,23:14,9,27
3,Hamburger SV,HSV,14,7,5,2,30:15,15,26
4,TSV 1860 München,M60,14,7,3,4,22:16,6,24
5,Borussia Dortmund,BVB,14,6,5,3,19:12,7,23
6,1. FC Kaiserslautern,FCK,14,7,2,5,19:23,-4,23
7,Werder Bremen,SVW,14,6,4,4,31:20,11,22
8,VfB Stuttgart,VFB,14,6,2,6,15:16,-1,20
9,FC Schalke 04,S04,14,4,7,3,18:16,2,19
10,SpVgg Unterhaching,UNT,14,5,3,6,14:15,-1,18
11,Hertha BSC,BSC,14,4,6,4,20:23,-3,18
12,FC Hansa Rostock,ROS,14,4,5,5,21:29,-8,17
13,VfL Wolfsburg,WOB,14,4,5,5,19:27,-8,17
14,SC Freiburg,SCF,14,4,4,6,21:21,0,16
15,Arminia Bielefeld,DSC,14,2,5,7,11:26,-15,11
16,MSV Duisburg,MSV,14,1,7,6,16:23,-7,10
17,SSV Ulm 1846,ULM,14,2,4,8,11:23,-12,10
18,Eintracht Frankfurt,SGE,14,3,2,9,16:21,-5,9
