#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,19,12,4,3,37:14,23,40
2,Bayer Leverkusen,B04,19,10,7,2,33:22,11,37
3,Hamburger SV,HSV,19,9,8,2,42:20,22,35
4,Werder Bremen,SVW,19,8,5,6,37:28,9,29
5,TSV 1860 München,M60,19,8,5,6,29:26,3,29
6,Borussia Dortmund,BVB,19,7,7,5,24:15,9,28
7,Hertha BSC,BSC,19,7,7,5,25:28,-3,28
8,VfB Stuttgart,VFB,19,8,3,8,23:24,-1,27
9,VfL Wolfsburg,WOB,19,7,6,6,25:31,-6,27
10,1. FC Kaiserslautern,FCK,19,8,3,8,24:32,-8,27
11,FC Schalke 04,S04,19,6,9,4,26:22,4,27
12,SC Freiburg,SCF,19,6,5,8,26:25,1,23
13,SpVgg Unterhaching,UNT,19,6,5,8,19:22,-3,23
14,SSV Ulm 1846,ULM,19,6,4,9,22:27,-5,22
15,FC Hansa Rostock,ROS,19,5,6,8,25:38,-13,21
16,MSV Duisburg,MSV,19,3,7,9,20:33,-13,16
17,Eintracht Frankfurt,SGE,19,4,2,13,19:28,-9,12
18,Arminia Bielefeld,DSC,19,2,5,12,14:35,-21,11
