#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,1,1,0,0,5:2,3,3
2,VfL Wolfsburg,WOB,1,1,0,0,2:1,1,3
3,1. FC Kaiserslautern,FCK,1,1,0,0,1:0,1,3
4,Bayern München,FCB,1,0,1,0,2:2,0,1
4,Hamburger SV,HSV,1,0,1,0,2:2,0,1
6,Arminia Bielefeld,DSC,1,0,1,0,1:1,0,1
6,SC Freiburg,SCF,1,0,1,0,1:1,0,1
6,SSV Ulm 1846,ULM,1,0,1,0,1:1,0,1
9,Bayer Leverkusen,B04,1,0,1,0,0:0,0,1
9,MSV Duisburg,MSV,1,0,1,0,0:0,0,1
9,VfB Stuttgart,VFB,1,0,1,0,0:0,0,1
9,Werder Bremen,SVW,1,0,1,0,0:0,0,1
13,FC Schalke 04,S04,1,0,1,0,1:1,0,1
14,Eintracht Frankfurt,SGE,1,1,0,0,3:0,3,1
15,TSV 1860 München,M60,1,0,0,1,1:2,-1,0
16,Borussia Dortmund,BVB,1,0,0,1,0:1,-1,0
17,FC Hansa Rostock,ROS,1,0,0,1,2:5,-3,0
18,SpVgg Unterhaching,UNT,1,0,0,1,0:3,-3,0
