#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,20,16,2,2,46:12,34,50
2,Bayer Leverkusen,B04,20,11,6,3,41:29,12,39
3,Bayern München,FCB,20,10,6,4,40:23,17,36
4,1. FSV Mainz 05,M05,20,12,0,8,31:21,10,36
5,Hannover 96,H96,20,11,1,8,28:30,-2,34
6,SC Freiburg,SCF,20,10,3,7,29:28,1,33
7,Hamburger SV,HSV,20,9,3,8,29:30,-1,30
8,1899 Hoffenheim,TSG,20,7,8,5,36:26,10,29
9,Eintracht Frankfurt,SGE,20,8,2,10,24:26,-2,26
10,1. FC Nürnberg,FCN,20,7,5,8,25:30,-5,26
11,FC Schalke 04,S04,20,7,4,9,26:26,0,25
12,VfL Wolfsburg,WOB,20,5,8,7,26:29,-3,23
13,1. FC Kaiserslautern,FCK,20,6,4,10,29:34,-5,22
14,FC St. Pauli,STP,20,6,4,10,23:34,-11,22
15,Werder Bremen,SVW,20,6,4,10,26:42,-16,22
16,1. FC Köln,KOE,20,5,4,11,22:37,-15,19
17,VfB Stuttgart,VFB,20,4,4,12,34:37,-3,16
18,Bor. Mönchengladbach,BMG,20,4,4,12,29:50,-21,16
