#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,27,19,5,3,54:16,38,62
2,Bayer Leverkusen,B04,27,16,7,4,56:34,22,55
3,Hannover 96,H96,27,16,2,9,39:36,3,50
4,Bayern München,FCB,27,14,6,7,59:34,25,48
5,1. FSV Mainz 05,M05,27,14,2,11,42:34,8,44
6,1. FC Nürnberg,FCN,27,12,6,9,42:36,6,42
7,Hamburger SV,HSV,27,12,4,11,43:44,-1,40
8,SC Freiburg,SCF,27,11,4,12,34:38,-4,37
9,1899 Hoffenheim,TSG,27,9,9,9,42:39,3,36
10,FC Schalke 04,S04,27,9,6,12,31:33,-2,33
11,1. FC Köln,KOE,27,9,5,13,37:49,-12,32
12,Werder Bremen,SVW,27,8,8,11,37:53,-16,32
13,1. FC Kaiserslautern,FCK,27,8,7,12,36:43,-7,31
14,Eintracht Frankfurt,SGE,27,9,4,14,27:37,-10,31
15,VfB Stuttgart,VFB,27,8,5,14,46:49,-3,29
16,FC St. Pauli,STP,27,8,4,15,29:47,-18,28
17,VfL Wolfsburg,WOB,27,6,9,12,31:40,-9,27
18,Bor. Mönchengladbach,BMG,27,6,5,16,38:61,-23,23
