#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,30,21,6,3,62:18,44,69
2,Bayer Leverkusen,B04,30,18,7,5,60:40,20,61
3,Bayern München,FCB,30,16,7,7,66:36,30,55
4,Hannover 96,H96,30,17,3,10,42:40,2,54
5,1. FSV Mainz 05,M05,30,15,3,12,44:37,7,48
6,1. FC Nürnberg,FCN,30,13,7,10,45:38,7,46
7,Hamburger SV,HSV,30,12,7,11,44:45,-1,43
8,SC Freiburg,SCF,30,12,5,13,38:44,-6,41
9,1899 Hoffenheim,TSG,30,10,10,10,45:42,3,40
10,FC Schalke 04,S04,30,11,7,12,35:34,1,40
11,Werder Bremen,SVW,30,8,11,11,40:56,-16,35
12,1. FC Köln,KOE,30,10,5,15,40:57,-17,35
13,1. FC Kaiserslautern,FCK,30,9,7,14,40:48,-8,34
14,VfB Stuttgart,VFB,30,9,6,15,52:55,-3,33
15,Eintracht Frankfurt,SGE,30,9,6,15,29:40,-11,33
16,VfL Wolfsburg,WOB,30,6,11,13,34:44,-10,29
17,FC St. Pauli,STP,30,8,5,17,32:53,-21,29
18,Bor. Mönchengladbach,BMG,30,7,5,18,43:64,-21,26
