#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,26,19,4,3,53:15,38,61
2,Bayer Leverkusen,B04,26,15,7,4,54:34,20,52
3,Hannover 96,H96,26,15,2,9,37:36,1,47
4,Bayern München,FCB,26,13,6,7,57:33,24,45
5,1. FSV Mainz 05,M05,26,14,1,11,41:33,8,43
6,1. FC Nürnberg,FCN,26,12,6,8,41:33,8,42
7,SC Freiburg,SCF,26,11,4,11,33:36,-3,37
8,Hamburger SV,HSV,26,11,4,11,37:42,-5,37
9,1899 Hoffenheim,TSG,26,9,9,8,42:37,5,36
10,FC Schalke 04,S04,26,9,6,11,31:31,0,33
11,1. FC Köln,KOE,26,9,5,12,35:43,-8,32
12,Werder Bremen,SVW,26,7,8,11,34:52,-18,29
13,VfB Stuttgart,VFB,26,8,4,14,45:48,-3,28
14,1. FC Kaiserslautern,FCK,26,7,7,12,35:43,-8,28
15,Eintracht Frankfurt,SGE,26,8,4,14,25:36,-11,28
16,FC St. Pauli,STP,26,8,4,14,28:45,-17,28
17,VfL Wolfsburg,WOB,26,6,8,12,30:39,-9,26
18,Bor. Mönchengladbach,BMG,26,6,5,15,38:60,-22,23
