#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Kaiserslautern,FCK,2,2,0,0,5:1,4,6
1,1899 Hoffenheim,TSG,2,2,0,0,5:1,4,6
3,1. FSV Mainz 05,M05,2,2,0,0,6:3,3,6
4,Hamburger SV,HSV,2,2,0,0,5:2,3,6
5,Hannover 96,H96,2,2,0,0,4:2,2,6
6,Bor. Mönchengladbach,BMG,2,1,1,0,7:4,3,4
7,FC St. Pauli,STP,2,1,0,1,3:2,1,3
8,Borussia Dortmund,BVB,2,1,0,1,3:3,0,3
9,Bayer Leverkusen,B04,2,1,0,1,5:6,-1,3
9,Werder Bremen,SVW,2,1,0,1,5:6,-1,3
11,SC Freiburg,SCF,2,1,0,1,3:4,-1,3
12,Bayern München,FCB,2,1,0,1,2:3,-1,3
13,1. FC Nürnberg,FCN,2,0,1,1,2:3,-1,1
14,VfL Wolfsburg,WOB,2,0,0,2,4:6,-2,0
15,FC Schalke 04,S04,2,0,0,2,2:4,-2,0
16,Eintracht Frankfurt,SGE,2,0,0,2,2:5,-3,0
17,1. FC Köln,KOE,2,0,0,2,3:7,-4,0
18,VfB Stuttgart,VFB,2,0,0,2,1:5,-4,0
