#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,23,17,4,2,49:13,36,55
2,Bayer Leverkusen,B04,23,13,6,4,48:32,16,45
3,Bayern München,FCB,23,12,6,5,49:27,22,42
4,Hannover 96,H96,23,13,2,8,33:31,2,41
5,1. FSV Mainz 05,M05,23,12,1,10,35:29,6,37
6,SC Freiburg,SCF,23,11,4,8,31:30,1,37
7,Hamburger SV,HSV,23,11,3,9,34:31,3,36
8,1. FC Nürnberg,FCN,23,10,5,8,33:31,2,35
9,1899 Hoffenheim,TSG,23,8,9,6,40:33,7,33
10,FC Schalke 04,S04,23,8,5,10,28:28,0,29
11,FC St. Pauli,STP,23,8,4,11,27:37,-10,28
12,Eintracht Frankfurt,SGE,23,8,3,12,24:32,-8,27
13,1. FC Köln,KOE,23,7,5,11,30:42,-12,26
14,Werder Bremen,SVW,23,6,6,11,28:48,-20,24
15,VfL Wolfsburg,WOB,23,5,8,10,27:33,-6,23
16,1. FC Kaiserslautern,FCK,23,6,5,12,32:41,-9,23
17,VfB Stuttgart,VFB,23,5,4,14,40:47,-7,19
18,Bor. Mönchengladbach,BMG,23,5,4,14,34:57,-23,19
