#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FSV Mainz 05,M05,5,5,0,0,12:4,8,15
2,Borussia Dortmund,BVB,5,4,0,1,13:4,9,12
3,1899 Hoffenheim,TSG,5,3,1,1,10:5,5,10
4,Hannover 96,H96,5,3,1,1,10:7,3,10
5,SC Freiburg,SCF,5,3,0,2,7:7,0,9
6,Hamburger SV,HSV,5,2,2,1,8:7,1,8
7,Bayer Leverkusen,B04,5,2,2,1,9:9,0,8
8,Bayern München,FCB,5,2,2,1,4:4,0,8
9,FC St. Pauli,STP,5,2,1,2,6:5,1,7
10,1. FC Kaiserslautern,FCK,5,2,1,2,8:10,-2,7
11,VfL Wolfsburg,WOB,5,2,0,3,9:9,0,6
12,1. FC Nürnberg,FCN,5,1,3,1,5:5,0,6
13,1. FC Köln,KOE,5,1,1,3,4:9,-5,4
14,Werder Bremen,SVW,5,1,1,3,6:12,-6,4
15,Bor. Mönchengladbach,BMG,5,1,1,3,8:17,-9,4
16,VfB Stuttgart,VFB,5,1,0,4,10:9,1,3
17,Eintracht Frankfurt,SGE,5,1,0,4,7:8,-1,3
18,FC Schalke 04,S04,5,1,0,4,5:10,-5,3
