#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,14,12,1,1,35:9,26,37
2,1. FSV Mainz 05,M05,14,10,0,4,25:14,11,30
3,Bayer Leverkusen,B04,14,7,5,2,26:19,7,26
4,Hannover 96,H96,14,8,1,5,20:22,-2,25
5,Bayern München,FCB,14,6,5,3,23:15,8,23
6,1899 Hoffenheim,TSG,14,6,4,4,28:18,10,22
7,Hamburger SV,HSV,14,6,3,5,23:22,1,21
8,SC Freiburg,SCF,14,7,0,7,19:23,-4,21
9,Eintracht Frankfurt,SGE,14,6,2,6,21:19,2,20
10,1. FC Nürnberg,FCN,14,5,3,6,18:24,-6,18
11,Werder Bremen,SVW,14,5,3,6,22:31,-9,18
12,1. FC Kaiserslautern,FCK,14,5,2,7,25:25,0,17
13,VfL Wolfsburg,WOB,14,4,4,6,22:23,-1,16
14,FC St. Pauli,STP,14,4,2,8,13:23,-10,14
15,FC Schalke 04,S04,14,3,4,7,19:24,-5,13
16,1. FC Köln,KOE,14,3,3,8,15:27,-12,12
17,VfB Stuttgart,VFB,14,3,2,9,27:27,0,11
18,Bor. Mönchengladbach,BMG,14,2,4,8,24:40,-16,10
