#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,16,14,1,1,39:9,30,43
2,Bayer Leverkusen,B04,16,9,5,2,33:23,10,32
3,Hannover 96,H96,16,10,1,5,24:24,0,31
4,1. FSV Mainz 05,M05,16,10,0,6,26:17,9,30
5,SC Freiburg,SCF,16,9,0,7,23:23,0,27
6,Bayern München,FCB,16,7,5,4,26:17,9,26
7,1899 Hoffenheim,TSG,16,6,6,4,30:20,10,24
8,Eintracht Frankfurt,SGE,16,7,2,7,23:21,2,23
9,Hamburger SV,HSV,16,6,3,7,25:27,-2,21
10,FC Schalke 04,S04,16,5,4,7,22:24,-2,19
11,1. FC Nürnberg,FCN,16,5,4,7,19:27,-8,19
12,Werder Bremen,SVW,16,5,4,7,22:33,-11,19
13,1. FC Kaiserslautern,FCK,16,5,3,8,25:26,-1,18
14,VfL Wolfsburg,WOB,16,4,6,6,22:23,-1,18
15,FC St. Pauli,STP,16,5,2,9,14:26,-12,17
16,1. FC Köln,KOE,16,4,3,9,18:30,-12,15
17,VfB Stuttgart,VFB,16,3,3,10,29:30,-1,12
18,Bor. Mönchengladbach,BMG,16,2,4,10,25:45,-20,10
