#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,4,0,0,12:2,10,12
2,1. FC Kaiserslautern,FCK,4,3,0,1,8:9,-1,9
3,Hamburger SV,HSV,4,2,2,0,5:3,2,8
4,VfB Stuttgart,VFB,4,2,1,1,7:3,4,7
5,TSV 1860 München,M60,4,2,1,1,8:6,2,7
6,1. FC Nürnberg,FCN,4,1,3,0,6:5,1,6
7,VfL Bochum,BOC,4,2,0,2,4:3,1,6
8,Hertha BSC,BSC,4,2,0,2,6:7,-1,6
9,Bayer Leverkusen,B04,4,1,2,1,7:6,1,5
10,SC Freiburg,SCF,4,1,2,1,4:5,-1,5
11,Borussia Dortmund,BVB,4,1,1,2,4:3,1,4
12,Bor. Mönchengladbach,BMG,4,1,1,2,6:6,0,4
13,FC Hansa Rostock,ROS,4,1,1,2,8:12,-4,4
14,MSV Duisburg,MSV,4,1,1,2,4:8,-4,4
15,FC Schalke 04,S04,4,1,1,2,3:7,-4,4
16,VfL Wolfsburg,WOB,4,0,3,1,5:6,-1,3
17,Eintracht Frankfurt,SGE,4,0,2,2,5:7,-2,2
18,Werder Bremen,SVW,4,0,1,3,4:8,-4,1
