#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,6,6,0,0,18:5,13,18
2,TSV 1860 München,M60,6,4,1,1,11:6,5,13
3,Bayer Leverkusen,B04,6,3,2,1,11:7,4,11
4,Hamburger SV,HSV,6,3,2,1,9:8,1,11
5,VfB Stuttgart,VFB,6,3,1,2,10:6,4,10
6,1. FC Kaiserslautern,FCK,6,3,1,2,11:13,-2,10
7,SC Freiburg,SCF,6,2,3,1,8:7,1,9
7,VfL Bochum,BOC,6,3,0,3,8:7,1,9
9,Hertha BSC,BSC,6,3,0,3,9:10,-1,9
10,1. FC Nürnberg,FCN,6,1,4,1,9:9,0,7
11,Borussia Dortmund,BVB,6,2,1,3,7:7,0,7
12,FC Schalke 04,S04,6,2,1,3,5:9,-4,7
13,MSV Duisburg,MSV,6,1,3,2,8:12,-4,6
14,Bor. Mönchengladbach,BMG,6,1,2,3,10:11,-1,5
15,Eintracht Frankfurt,SGE,6,1,2,3,9:12,-3,5
16,Werder Bremen,SVW,6,1,1,4,8:11,-3,4
17,FC Hansa Rostock,ROS,6,1,1,4,8:15,-7,4
18,VfL Wolfsburg,WOB,6,0,3,3,8:12,-4,3
