#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,12,2,2,38:13,25,38
2,Bayer Leverkusen,B04,16,10,5,1,39:15,24,35
3,TSV 1860 München,M60,16,9,3,4,29:21,8,30
4,1. FC Kaiserslautern,FCK,16,9,3,4,26:26,0,30
5,Hertha BSC,BSC,16,8,2,6,21:17,4,26
6,Borussia Dortmund,BVB,16,7,4,5,24:17,7,25
7,VfL Wolfsburg,WOB,16,6,6,4,30:23,7,24
8,Hamburger SV,HSV,16,5,6,5,21:19,2,21
9,VfB Stuttgart,VFB,16,5,5,6,21:20,1,20
10,Werder Bremen,SVW,16,5,4,7,23:22,1,19
11,SC Freiburg,SCF,16,4,6,6,19:22,-3,18
12,MSV Duisburg,MSV,16,4,6,6,18:25,-7,18
13,VfL Bochum,BOC,16,5,3,8,21:29,-8,18
14,FC Schalke 04,S04,16,4,5,7,17:27,-10,17
15,Eintracht Frankfurt,SGE,16,4,4,8,20:27,-7,16
16,1. FC Nürnberg,FCN,16,2,9,5,20:30,-10,15
17,FC Hansa Rostock,ROS,16,2,6,8,22:33,-11,12
18,Bor. Mönchengladbach,BMG,16,2,3,11,19:42,-23,9
