#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,9,7,1,1,33:8,25,22
2,Borussia Dortmund,BVB,9,7,0,2,25:15,10,21
3,SC Freiburg,SCF,9,5,4,0,14:6,8,19
4,Bayer Leverkusen,B04,9,5,2,2,23:14,9,17
5,1. FC Union Berlin,FCU,9,4,4,1,13:10,3,16
6,RB Leipzig,RBL,9,4,2,3,20:9,11,14
7,1. FSV Mainz 05,M05,9,4,1,4,12:9,3,13
8,1. FC Köln,KOE,9,3,4,2,15:16,-1,13
9,VfL Wolfsburg,WOB,9,4,1,4,9:12,-3,13
10,Hertha BSC,BSC,9,4,0,5,11:21,-10,12
11,1899 Hoffenheim,TSG,9,3,2,4,17:15,2,11
12,Bor. Mönchengladbach,BMG,9,3,2,4,10:12,-2,11
13,VfB Stuttgart,VFB,9,2,4,3,14:15,-1,10
14,VfL Bochum,BOC,9,3,1,5,7:16,-9,10
15,Eintracht Frankfurt,SGE,9,1,5,3,9:14,-5,8
16,FC Augsburg,FCA,9,1,3,5,5:18,-13,6
17,Arminia Bielefeld,DSC,9,0,5,4,5:14,-9,5
18,SpVgg Greuther Fürth,SGF,9,0,1,8,6:24,-18,1
