#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,22,17,1,4,70:25,45,52
2,Borussia Dortmund,BVB,22,15,1,6,57:36,21,46
3,Bayer Leverkusen,B04,22,12,5,5,58:36,22,41
4,RB Leipzig,RBL,22,10,4,8,43:27,16,34
5,1899 Hoffenheim,TSG,22,10,4,8,43:34,9,34
6,SC Freiburg,SCF,22,9,7,6,34:25,9,34
7,1. FC Union Berlin,FCU,22,9,7,6,29:30,-1,34
8,1. FC Köln,KOE,22,8,8,6,34:37,-3,32
9,1. FSV Mainz 05,M05,22,9,4,9,31:24,7,31
10,Eintracht Frankfurt,SGE,22,8,7,7,33:34,-1,31
11,VfL Bochum,BOC,22,8,4,10,24:32,-8,28
12,VfL Wolfsburg,WOB,22,8,3,11,23:33,-10,27
13,Bor. Mönchengladbach,BMG,22,7,5,10,30:40,-10,26
14,Hertha BSC,BSC,22,6,5,11,24:45,-21,23
15,Arminia Bielefeld,DSC,22,4,10,8,21:29,-8,22
16,FC Augsburg,FCA,22,5,7,10,24:38,-14,22
17,VfB Stuttgart,VFB,22,4,6,12,26:42,-16,18
18,SpVgg Greuther Fürth,SGF,22,3,4,15,20:57,-37,13
