#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,25,18,4,3,74:35,39,58
2,RB Leipzig,RBL,25,16,6,3,47:21,26,54
3,VfL Wolfsburg,WOB,25,13,9,3,43:21,22,48
4,Eintracht Frankfurt,SGE,25,11,11,3,48:34,14,44
5,Borussia Dortmund,BVB,25,13,3,9,52:35,17,42
6,Bayer Leverkusen,B04,25,11,7,7,43:28,15,40
7,1. FC Union Berlin,FCU,25,9,11,5,38:27,11,38
8,VfB Stuttgart,VFB,25,9,9,7,47:37,10,36
9,SC Freiburg,SCF,25,9,7,9,37:39,-2,34
10,Bor. Mönchengladbach,BMG,25,8,9,8,41:40,1,33
11,1899 Hoffenheim,TSG,25,8,6,11,39:43,-4,30
12,Werder Bremen,SVW,25,7,9,9,30:36,-6,30
13,FC Augsburg,FCA,25,8,5,12,27:38,-11,29
14,1. FC Köln,KOE,25,5,7,13,23:44,-21,22
15,Arminia Bielefeld,DSC,25,6,4,15,20:44,-24,22
16,Hertha BSC,BSC,25,5,6,14,28:45,-17,21
17,1. FSV Mainz 05,M05,25,5,6,14,24:44,-20,21
18,FC Schalke 04,S04,25,1,7,17,16:66,-50,10
