#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,10,3,1,44:21,23,33
2,RB Leipzig,RBL,14,9,4,1,25:9,16,31
3,Bayer Leverkusen,B04,14,8,4,2,29:14,15,28
4,Borussia Dortmund,BVB,14,8,1,5,28:18,10,25
5,1. FC Union Berlin,FCU,14,6,6,2,29:18,11,24
6,VfL Wolfsburg,WOB,14,6,6,2,20:15,5,24
7,Bor. Mönchengladbach,BMG,14,5,6,3,25:22,3,21
8,Eintracht Frankfurt,SGE,14,4,8,2,23:23,0,20
9,SC Freiburg,SCF,14,5,5,4,23:24,-1,20
10,FC Augsburg,FCA,14,5,4,5,16:19,-3,19
11,VfB Stuttgart,VFB,14,4,6,4,26:21,5,18
12,Hertha BSC,BSC,14,4,4,6,23:24,-1,16
13,1899 Hoffenheim,TSG,14,4,3,7,22:26,-4,15
14,Werder Bremen,SVW,14,3,5,6,16:23,-7,14
15,1. FC Köln,KOE,14,2,5,7,13:22,-9,11
16,Arminia Bielefeld,DSC,14,3,1,10,9:24,-15,10
17,1. FSV Mainz 05,M05,14,1,3,10,14:31,-17,6
18,FC Schalke 04,S04,14,0,4,10,8:39,-31,4
