#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Kaiserslautern,FCK,5,5,0,0,14:6,8,15
2,Bayern München,FCB,4,4,0,0,10:0,10,12
3,Bayer Leverkusen,B04,4,3,1,0,10:4,6,10
4,FC Schalke 04,S04,4,3,1,0,9:4,5,10
5,Werder Bremen,SVW,5,3,1,1,9:6,3,10
6,VfB Stuttgart,VFB,5,2,3,0,5:1,4,9
7,SC Freiburg,SCF,5,2,2,1,9:6,3,8
8,Borussia Dortmund,BVB,4,2,1,1,7:3,4,7
9,Hamburger SV,HSV,5,2,1,2,11:10,1,7
10,Energie Cottbus,FCE,5,2,1,2,7:9,-2,7
11,TSV 1860 München,M60,5,2,1,2,5:11,-6,7
12,Hertha BSC,BSC,4,2,0,2,7:6,1,6
13,1. FC Köln,KOE,5,2,0,3,5:9,-4,6
14,VfL Wolfsburg,WOB,4,1,2,1,4:4,0,5
15,Bor. Mönchengladbach,BMG,5,1,2,2,4:5,-1,5
16,1. FC Nürnberg,FCN,4,1,1,2,4:6,-2,4
17,FC Hansa Rostock,ROS,4,0,2,2,2:7,-5,2
18,FC St. Pauli,STP,4,0,1,3,1:5,-4,1
