#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,16,13,2,1,37:12,25,41
2,Bayer Leverkusen,B04,16,13,1,2,44:12,32,40
3,Bayern München,FCB,16,11,5,0,39:8,31,38
4,Hertha BSC,BSC,16,12,2,2,38:13,25,38
5,Borussia Dortmund,BVB,16,11,3,2,29:11,18,36
6,1. FC Kaiserslautern,FCK,16,10,4,2,35:21,14,34
7,Werder Bremen,SVW,16,10,2,4,26:19,7,32
8,VfL Wolfsburg,WOB,16,9,3,4,34:17,17,30
9,Energie Cottbus,FCE,16,8,4,4,25:18,7,28
10,Hamburger SV,HSV,16,7,6,3,32:21,11,27
11,VfB Stuttgart,VFB,16,7,5,4,21:13,8,26
12,TSV 1860 München,M60,16,8,2,6,28:30,-2,26
13,Bor. Mönchengladbach,BMG,16,6,5,5,19:17,2,23
13,FC Hansa Rostock,ROS,16,6,5,5,19:17,2,23
15,1. FC Nürnberg,FCN,16,6,3,7,20:23,-3,21
16,SC Freiburg,SCF,16,5,5,6,21:23,-2,20
17,1. FC Köln,KOE,16,4,5,7,14:21,-7,17
18,FC St. Pauli,STP,16,4,4,8,17:25,-8,16
