#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Kaiserslautern,FCK,7,6,1,0,19:7,12,19
2,Bayern München,FCB,6,6,0,0,17:1,16,18
3,Bayer Leverkusen,B04,6,5,1,0,16:6,10,16
4,FC Schalke 04,S04,6,5,1,0,13:5,8,16
5,Werder Bremen,SVW,7,5,1,1,11:6,5,16
6,VfB Stuttgart,VFB,7,4,3,0,10:1,9,15
7,Hertha BSC,BSC,7,5,0,2,15:7,8,15
8,SC Freiburg,SCF,6,3,2,1,12:7,5,11
9,Borussia Dortmund,BVB,6,3,1,2,8:5,3,10
10,VfL Wolfsburg,WOB,6,2,2,2,9:5,4,8
11,Hamburger SV,HSV,7,2,2,3,11:11,0,8
12,Bor. Mönchengladbach,BMG,7,1,4,2,6:7,-1,7
13,1. FC Nürnberg,FCN,7,2,1,4,8:11,-3,7
14,Energie Cottbus,FCE,6,2,1,3,7:11,-4,7
15,TSV 1860 München,M60,7,2,1,4,7:18,-11,7
16,1. FC Köln,KOE,7,2,0,5,6:13,-7,6
17,FC Hansa Rostock,ROS,6,1,2,3,5:8,-3,5
18,FC St. Pauli,STP,6,1,1,4,5:8,-3,4
