#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,14,12,1,1,41:10,31,37
2,Hertha BSC,BSC,15,11,2,2,37:13,24,35
3,FC Schalke 04,S04,14,11,2,1,33:11,22,35
4,Bayern München,FCB,14,10,4,0,34:6,28,34
5,1. FC Kaiserslautern,FCK,15,9,4,2,34:21,13,31
6,Borussia Dortmund,BVB,14,9,3,2,25:9,16,30
7,Werder Bremen,SVW,15,9,2,4,23:19,4,29
8,VfL Wolfsburg,WOB,14,8,3,3,29:14,15,27
9,Hamburger SV,HSV,15,7,5,3,31:20,11,26
10,Energie Cottbus,FCE,14,8,2,4,21:14,7,26
11,VfB Stuttgart,VFB,15,7,4,4,21:13,8,25
12,TSV 1860 München,M60,15,7,2,6,23:28,-5,23
13,Bor. Mönchengladbach,BMG,14,6,4,4,17:13,4,22
14,1. FC Nürnberg,FCN,15,6,3,6,19:21,-2,21
15,FC Hansa Rostock,ROS,15,5,5,5,18:17,1,20
16,SC Freiburg,SCF,14,4,5,5,18:20,-2,17
17,FC St. Pauli,STP,14,4,3,7,16:20,-4,15
18,1. FC Köln,KOE,15,3,5,7,12:20,-8,14
