#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,2,2,0,0,6:0,6,6
2,Bayern München,FCB,2,2,0,0,5:0,5,6
3,1. FC Kaiserslautern,FCK,2,2,0,0,5:3,2,6
4,Energie Cottbus,FCE,2,2,0,0,2:0,2,6
5,FC Schalke 04,S04,2,1,1,0,6:4,2,4
6,Bayer Leverkusen,B04,2,1,1,0,3:2,1,4
7,Bor. Mönchengladbach,BMG,2,1,1,0,1:0,1,4
8,Hamburger SV,HSV,2,1,0,1,4:3,1,3
8,SC Freiburg,SCF,2,1,0,1,4:3,1,3
10,1. FC Nürnberg,FCN,2,1,0,1,4:4,0,3
11,1. FC Köln,KOE,2,1,0,1,2:2,0,3
12,Werder Bremen,SVW,2,1,0,1,4:5,-1,3
13,VfL Wolfsburg,WOB,2,0,2,0,2:2,0,2
14,VfB Stuttgart,VFB,2,0,2,0,0:0,0,2
15,FC St. Pauli,STP,2,0,1,1,0:1,-1,1
16,TSV 1860 München,M60,2,0,1,1,1:5,-4,1
17,Hertha BSC,BSC,2,0,0,2,2:5,-3,0
18,FC Hansa Rostock,ROS,2,0,0,2,0:5,-5,0
