#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Kaiserslautern,FCK,4,4,0,0,11:5,6,12
2,Bayern München,FCB,3,3,0,0,6:0,6,9
3,Borussia Dortmund,BVB,4,2,1,1,7:3,4,7
4,FC Schalke 04,S04,3,2,1,0,7:4,3,7
4,SC Freiburg,SCF,4,2,1,1,7:4,3,7
6,Bayer Leverkusen,B04,3,2,1,0,6:3,3,7
7,Energie Cottbus,FCE,4,2,1,1,5:6,-1,7
8,TSV 1860 München,M60,4,2,1,1,4:6,-2,7
9,VfB Stuttgart,VFB,4,1,3,0,2:1,1,6
10,1. FC Köln,KOE,4,2,0,2,5:5,0,6
11,Bor. Mönchengladbach,BMG,4,1,2,1,3:3,0,5
12,Werder Bremen,SVW,3,1,1,1,5:6,-1,4
13,Hamburger SV,HSV,4,1,1,2,7:10,-3,4
14,1. FC Nürnberg,FCN,3,1,0,2,4:6,-2,3
14,Hertha BSC,BSC,3,1,0,2,4:6,-2,3
16,VfL Wolfsburg,WOB,3,0,2,1,2:4,-2,2
17,FC St. Pauli,STP,3,0,1,2,0:3,-3,1
18,FC Hansa Rostock,ROS,3,0,1,2,0:5,-5,1
