#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,6,1,0,17:1,16,19
2,Bayer Leverkusen,B04,7,6,1,0,20:7,13,19
3,1. FC Kaiserslautern,FCK,7,6,1,0,19:7,12,19
4,FC Schalke 04,S04,7,5,1,1,14:9,5,16
5,Werder Bremen,SVW,7,5,1,1,11:6,5,16
6,VfB Stuttgart,VFB,7,4,3,0,10:1,9,15
7,Hertha BSC,BSC,7,5,0,2,15:7,8,15
8,Borussia Dortmund,BVB,7,4,1,2,11:5,6,13
9,VfL Wolfsburg,WOB,7,3,2,2,12:6,6,11
10,SC Freiburg,SCF,7,3,2,2,13:10,3,11
11,Hamburger SV,HSV,7,2,2,3,11:11,0,8
12,Energie Cottbus,FCE,7,2,2,3,7:11,-4,8
13,Bor. Mönchengladbach,BMG,7,1,4,2,6:7,-1,7
14,1. FC Nürnberg,FCN,7,2,1,4,8:11,-3,7
15,TSV 1860 München,M60,7,2,1,4,7:18,-11,7
16,FC Hansa Rostock,ROS,7,1,3,3,6:9,-3,6
17,1. FC Köln,KOE,7,2,0,5,6:13,-7,6
18,FC St. Pauli,STP,7,1,1,5,6:10,-4,4
