#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,9,1,2,29:13,16,28
2,FC Schalke 04,S04,12,8,3,1,21:7,14,27
3,Werder Bremen,SVW,12,8,3,1,24:12,12,27
4,Bayer Leverkusen,B04,11,8,1,2,24:8,16,25
5,Borussia Dortmund,BVB,12,8,1,3,24:13,11,25
6,1. FC Köln,KOE,13,7,3,3,27:14,13,24
7,VfB Stuttgart,VFB,13,6,5,2,27:16,11,23
8,Hamburger SV,HSV,11,7,1,3,25:14,11,22
9,Hertha BSC,BSC,12,7,1,4,29:21,8,22
10,SpVgg Unterhaching,UNT,13,6,4,3,16:13,3,22
11,1. FC Kaiserslautern,FCK,12,6,3,3,16:9,7,21
12,Energie Cottbus,FCE,13,7,0,6,19:18,1,21
13,TSV 1860 München,M60,12,6,3,3,16:16,0,21
14,VfL Wolfsburg,WOB,12,5,5,2,26:14,12,20
15,Eintracht Frankfurt,SGE,11,6,1,4,19:15,4,19
16,SC Freiburg,SCF,11,5,3,3,19:8,11,18
17,FC Hansa Rostock,ROS,12,5,3,4,16:18,-2,18
18,VfL Bochum,BOC,12,4,3,5,14:19,-5,15
