#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,10,1,2,31:13,18,31
2,Bayer Leverkusen,B04,12,9,1,2,27:8,19,28
3,FC Schalke 04,S04,13,8,4,1,21:7,14,28
4,Werder Bremen,SVW,13,8,3,2,25:14,11,27
5,1. FC Köln,KOE,14,7,4,3,27:14,13,25
6,Hertha BSC,BSC,13,8,1,4,30:21,9,25
7,Borussia Dortmund,BVB,13,8,1,4,25:16,9,25
8,1. FC Kaiserslautern,FCK,13,7,3,3,19:11,8,24
9,Energie Cottbus,FCE,14,8,0,6,22:18,4,24
10,VfL Wolfsburg,WOB,13,6,5,2,32:15,17,23
11,Hamburger SV,HSV,12,7,2,3,27:16,11,23
11,VfB Stuttgart,VFB,13,6,5,2,27:16,11,23
13,SpVgg Unterhaching,UNT,14,6,5,3,16:13,3,23
14,Eintracht Frankfurt,SGE,13,6,3,4,20:16,4,21
15,FC Hansa Rostock,ROS,13,6,3,4,18:18,0,21
16,TSV 1860 München,M60,13,6,3,4,16:18,-2,21
17,SC Freiburg,SCF,12,5,4,3,21:10,11,19
18,VfL Bochum,BOC,13,4,3,6,16:22,-6,15
