#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,15,10,4,1,29:9,20,34
2,Bayern München,FCB,15,10,1,4,34:19,15,31
3,Hertha BSC,BSC,15,10,1,4,34:21,13,31
4,Werder Bremen,SVW,15,9,3,3,30:18,12,30
5,Borussia Dortmund,BVB,15,9,2,4,31:17,14,29
6,Bayer Leverkusen,B04,15,9,2,4,29:15,14,29
7,Energie Cottbus,FCE,16,9,1,6,23:18,5,28
8,1. FC Kaiserslautern,FCK,15,8,3,4,24:17,7,27
9,VfL Wolfsburg,WOB,15,7,5,3,34:17,17,26
10,SC Freiburg,SCF,15,7,5,3,31:14,17,26
11,1. FC Köln,KOE,15,7,5,3,28:15,13,26
12,VfB Stuttgart,VFB,15,7,5,3,28:19,9,26
13,Hamburger SV,HSV,14,7,4,3,29:18,11,25
14,FC Hansa Rostock,ROS,15,7,4,4,21:20,1,25
15,SpVgg Unterhaching,UNT,15,6,6,3,17:14,3,24
16,TSV 1860 München,M60,15,7,3,5,20:23,-3,24
17,Eintracht Frankfurt,SGE,15,6,3,6,21:21,0,21
18,VfL Bochum,BOC,15,5,3,7,18:24,-6,18
