#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,8,7,1,0,29:10,19,22
2,Bayern München,FCB,7,7,0,0,18:2,16,21
3,Hamburger SV,HSV,8,5,2,1,13:4,9,17
4,Hertha BSC,BSC,7,5,1,1,17:7,10,16
5,FC Schalke 04,S04,7,4,3,0,11:4,7,15
6,Bor. Mönchengladbach,BMG,8,4,3,1,11:6,5,15
7,Borussia Dortmund,BVB,8,4,2,2,10:7,3,14
8,1. FSV Mainz 05,M05,8,3,2,3,17:13,4,11
9,VfL Wolfsburg,WOB,7,2,5,0,8:6,2,11
10,Hannover 96,H96,7,2,4,1,14:10,4,10
11,Eintracht Frankfurt,SGE,7,3,1,3,12:10,2,10
12,Arminia Bielefeld,DSC,8,3,1,4,10:8,2,10
13,MSV Duisburg,MSV,7,2,3,2,6:7,-1,9
14,Bayer Leverkusen,B04,8,2,3,3,10:13,-3,9
15,VfB Stuttgart,VFB,8,1,5,2,11:12,-1,8
16,1. FC Köln,KOE,7,2,1,4,9:13,-4,7
17,1. FC Nürnberg,FCN,7,1,2,4,8:11,-3,5
18,1. FC Kaiserslautern,FCK,8,1,2,5,13:23,-10,5
