#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,7,6,1,0,27:10,17,19
2,Bayern München,FCB,6,6,0,0,16:1,15,18
3,Hertha BSC,BSC,6,5,0,1,15:5,10,15
4,Bor. Mönchengladbach,BMG,7,4,3,0,11:5,6,15
5,Hamburger SV,HSV,7,4,2,1,10:3,7,14
6,Borussia Dortmund,BVB,7,4,2,1,10:5,5,14
7,FC Schalke 04,S04,6,3,3,0,9:3,6,12
8,Arminia Bielefeld,DSC,7,3,1,3,10:7,3,10
9,VfL Wolfsburg,WOB,6,2,4,0,8:6,2,10
10,Eintracht Frankfurt,SGE,6,3,0,3,11:9,2,9
11,Bayer Leverkusen,B04,6,2,3,1,9:10,-1,9
12,1. FSV Mainz 05,M05,7,2,2,3,12:12,0,8
13,MSV Duisburg,MSV,6,2,2,2,5:6,-1,8
14,Hannover 96,H96,6,1,4,1,9:9,0,7
15,VfB Stuttgart,VFB,7,1,4,2,11:12,-1,7
16,1. FC Köln,KOE,7,2,1,4,9:13,-4,7
17,1. FC Nürnberg,FCN,6,1,2,3,7:9,-2,5
18,1. FC Kaiserslautern,FCK,7,1,2,4,12:21,-9,5
