#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,8,0,0,20:3,17,24
2,Werder Bremen,SVW,9,7,2,0,30:11,19,23
3,Hamburger SV,HSV,9,6,2,1,15:5,10,20
4,Hertha BSC,BSC,9,5,3,1,19:9,10,18
5,FC Schalke 04,S04,8,5,3,0,12:4,8,18
6,Bor. Mönchengladbach,BMG,10,5,3,2,16:12,4,18
7,Borussia Dortmund,BVB,10,5,2,3,14:11,3,17
8,1. FSV Mainz 05,M05,10,4,3,3,22:16,6,15
9,Eintracht Frankfurt,SGE,8,4,1,3,14:10,4,13
10,Arminia Bielefeld,DSC,10,4,1,5,13:11,2,13
11,Bayer Leverkusen,B04,10,3,4,3,12:14,-2,13
12,Hannover 96,H96,8,2,5,1,15:11,4,11
13,VfL Wolfsburg,WOB,8,2,5,1,8:7,1,11
14,VfB Stuttgart,VFB,10,2,5,3,13:13,0,11
15,MSV Duisburg,MSV,8,2,4,2,7:8,-1,10
16,1. FC Nürnberg,FCN,9,2,3,4,11:13,-2,9
17,1. FC Kaiserslautern,FCK,10,2,2,6,16:27,-11,8
18,1. FC Köln,KOE,8,2,1,5,10:17,-7,7
