#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,10,3,1,31:7,24,33
2,Bayer Leverkusen,B04,14,7,3,4,21:16,5,24
3,VfL Wolfsburg,WOB,14,6,4,4,29:21,8,22
4,Bor. Mönchengladbach,BMG,14,5,5,4,17:11,6,20
5,1. FC Köln,KOE,14,5,2,7,16:21,-5,17
6,Borussia Dortmund,BVB,15,4,3,8,19:24,-5,15
7,VfB Stuttgart,VFB,14,3,5,6,19:26,-7,14
8,Hertha BSC,BSC,14,3,4,7,18:25,-7,13
9,1. FSV Mainz 05,M05,14,2,7,5,15:22,-7,13
10,Werder Bremen,SVW,14,3,4,7,20:35,-15,13
11,FC Schalke 04,S04,13,3,3,7,15:19,-4,12
12,FC Augsburg,FCA,14,4,0,10,9:18,-9,12
13,1899 Hoffenheim,TSG,14,2,5,7,15:23,-8,11
14,Hannover 96,H96,14,2,5,7,15:24,-9,11
15,SC Freiburg,SCF,14,2,5,7,11:20,-9,11
16,Eintracht Frankfurt,SGE,14,2,4,8,20:33,-13,10
17,SC Paderborn 07,SCP,14,2,4,8,8:29,-21,10
18,Hamburger SV,HSV,14,2,3,9,6:28,-22,9
