#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Köln,KOE,6,3,1,2,9:7,2,10
2,Bayern München,FCB,5,2,3,0,7:1,6,9
3,Bor. Mönchengladbach,BMG,5,2,2,1,5:2,3,8
4,Eintracht Frankfurt,SGE,6,2,2,2,10:10,0,8
5,Bayer Leverkusen,B04,6,2,2,2,9:9,0,8
6,VfL Wolfsburg,WOB,6,2,1,3,10:8,2,7
7,1. FSV Mainz 05,M05,6,1,4,1,8:9,-1,7
8,Hannover 96,H96,6,2,1,3,3:7,-4,7
9,SC Freiburg,SCF,7,1,3,3,8:12,-4,6
10,1899 Hoffenheim,TSG,6,1,3,2,5:9,-4,6
11,FC Augsburg,FCA,7,2,0,5,3:7,-4,6
12,VfB Stuttgart,VFB,6,1,2,3,10:14,-4,5
13,Werder Bremen,SVW,7,1,2,4,10:20,-10,5
14,Borussia Dortmund,BVB,6,1,1,4,8:12,-4,4
15,SC Paderborn 07,SCP,5,1,1,3,5:10,-5,4
16,Hertha BSC,BSC,6,1,1,4,7:13,-6,4
17,Hamburger SV,HSV,6,1,1,4,1:8,-7,4
18,FC Schalke 04,S04,6,1,0,5,6:11,-5,3
