#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,8,5,2,1,27:11,16,17
2,VfB Stuttgart,VFB,9,4,4,1,16:12,4,16
3,FC Schalke 04,S04,9,5,1,3,11:11,0,16
4,Hannover 96,H96,9,4,2,3,9:12,-3,14
5,Bayern München,FCB,8,4,1,3,15:12,3,13
6,Borussia Dortmund,BVB,8,3,2,3,12:12,0,11
7,Bayer Leverkusen,B04,9,3,2,4,12:14,-2,11
8,Eintracht Frankfurt,SGE,9,2,4,3,11:13,-2,10
9,Alemannia Aachen,AAC,8,3,1,4,11:14,-3,10
10,1. FC Nürnberg,FCN,8,1,6,1,9:7,2,9
11,VfL Wolfsburg,WOB,9,2,3,4,6:10,-4,9
12,Energie Cottbus,FCE,8,2,2,4,7:12,-5,8
13,Arminia Bielefeld,DSC,8,1,4,3,8:10,-2,7
14,Hamburger SV,HSV,9,1,4,4,10:14,-4,7
15,Hertha BSC,BSC,9,1,4,4,10:16,-6,7
16,VfL Bochum,BOC,8,1,3,4,10:12,-2,6
17,1. FSV Mainz 05,M05,8,0,4,4,4:12,-8,4
18,Bor. Mönchengladbach,BMG,9,0,2,7,5:16,-11,2
