#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,10,6,1,3,14:12,2,19
2,Werder Bremen,SVW,8,5,2,1,27:11,16,17
3,VfB Stuttgart,VFB,10,4,4,2,17:16,1,16
4,Bayer Leverkusen,B04,10,4,2,4,15:16,-1,14
5,Hannover 96,H96,10,4,2,4,9:15,-6,14
6,Bayern München,FCB,9,4,1,4,17:15,2,13
7,Borussia Dortmund,BVB,8,3,2,3,12:12,0,11
8,Eintracht Frankfurt,SGE,9,2,4,3,11:13,-2,10
9,Alemannia Aachen,AAC,8,3,1,4,11:14,-3,10
10,1. FC Nürnberg,FCN,8,1,6,1,9:7,2,9
11,VfL Wolfsburg,WOB,10,2,3,5,7:12,-5,9
12,Hamburger SV,HSV,10,1,5,4,11:15,-4,8
13,Energie Cottbus,FCE,8,2,2,4,7:12,-5,8
14,Arminia Bielefeld,DSC,8,1,4,3,8:10,-2,7
15,Hertha BSC,BSC,9,1,4,4,10:16,-6,7
16,1. FSV Mainz 05,M05,9,1,4,4,5:12,-7,7
17,VfL Bochum,BOC,8,1,3,4,10:12,-2,6
18,Bor. Mönchengladbach,BMG,10,0,2,8,6:19,-13,2
