#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,13,7,3,3,19:15,4,24
2,Werder Bremen,SVW,12,6,4,2,33:18,15,22
3,VfB Stuttgart,VFB,14,6,4,4,23:20,3,22
4,Hannover 96,H96,13,6,2,5,14:18,-4,20
5,Bayer Leverkusen,B04,13,5,3,5,18:19,-1,18
6,Bayern München,FCB,13,5,1,7,20:22,-2,16
7,Hamburger SV,HSV,14,3,6,5,16:17,-1,15
8,Alemannia Aachen,AAC,12,4,3,5,16:18,-2,15
9,Energie Cottbus,FCE,13,4,3,6,13:20,-7,15
10,1. FC Nürnberg,FCN,13,2,8,3,14:12,2,14
11,Eintracht Frankfurt,SGE,13,2,7,4,18:22,-4,13
12,VfL Bochum,BOC,13,2,5,6,14:19,-5,11
13,VfL Wolfsburg,WOB,13,2,5,6,10:16,-6,11
14,Borussia Dortmund,BVB,12,3,2,7,14:22,-8,11
15,1. FSV Mainz 05,M05,13,2,5,6,8:17,-9,11
16,Hertha BSC,BSC,13,1,5,7,11:26,-15,8
17,Arminia Bielefeld,DSC,13,1,4,8,11:19,-8,7
18,Bor. Mönchengladbach,BMG,14,1,2,11,8:22,-14,5
