#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,26,15,6,5,58:32,26,51
2,Hamburger SV,HSV,26,16,3,7,40:36,4,51
3,Hertha BSC,BSC,26,15,4,7,40:32,8,49
4,Bayern München,FCB,26,14,6,6,54:36,18,48
5,VfB Stuttgart,VFB,26,13,6,7,46:37,9,45
6,1899 Hoffenheim,TSG,26,12,8,6,52:35,17,44
7,Bayer Leverkusen,B04,26,12,5,9,48:33,15,41
8,FC Schalke 04,S04,26,11,7,8,36:27,9,40
9,Borussia Dortmund,BVB,26,9,13,4,40:32,8,40
10,Werder Bremen,SVW,26,9,8,9,50:36,14,35
11,1. FC Köln,KOE,26,9,5,12,29:37,-8,32
12,Eintracht Frankfurt,SGE,26,7,8,11,32:40,-8,29
13,Hannover 96,H96,26,6,8,12,36:56,-20,26
14,VfL Bochum,BOC,26,5,10,11,30:42,-12,25
15,Arminia Bielefeld,DSC,26,4,12,10,21:38,-17,24
16,Bor. Mönchengladbach,BMG,26,6,5,15,32:47,-15,23
17,Energie Cottbus,FCE,26,5,5,16,22:46,-24,20
18,Karlsruher SC,KSC,26,5,3,18,18:42,-24,18
